,text,label,readability,ARI
11223,@Anna ._. hmm never thought of it that way you could be right I'll have to so some research but my point still stands it never says in the bible to hate anyone for any thing,0,77.24,14.6
11224,Tom W blm and I have facts to back it up. Reply to this comment if I can tell you why,1,111.58,-1.7
11225,Sonic Neverslow Clearly you are not getting what I’m saying. She does not agree with their sexuality not EXISTENCE. Sexuality and race are two completely different things. I support the LGBTQ community but I still have a sense and understanding that not everyone supports it. But as long as they respect those people and are kind,0,77.03,7.2
11226,@GTC that's Madonna not Whitney.,1,100.24,7.4
11227,It is very sad that the world has really become this.,1,102.61,2.5
11228,So. You're not engaged? Because it wouod he your fiancee,1,91.78,3.2
11229,some people r differnt and thats ok and love is love and my church has a pastor and allmost every body is part of a LGBTQ+    and i think and am bisexul  and thats ok sooo what i am saying is that love is love and deal with it. and god would not make us if he  knew we where going to change     btw i am olny 10 so this is very   hard to wright so  thx,0,74.7,14.0
11230,Troy White Who do you think the Democrats are?,1,104.64,2.9
11231,That girl makes really good questions.,1,99.23,7.5
11232,That is impossible. Girls can't do math!nThe student's failure to learn is really the teacher's failure to teach.,1,90.77,6.7
11233,Canadian cops are like cops from 50s America,1,80.28,4.4
11234,@B G because some people on tumblr decided to say something stupid,1,84.68,6.1
11235,@baily my dog hahahahaha GEYHN vakhsnzolstu eyne tsibele mitn kop in di drerd fis farkerth sthik fleysh mit tsvey oygen mitn seykhl in di tokhes krepatzn gornisht!!!!!nSHALOMGEYHNGEZINTERHAYT,2,52.53,20.8
11236,All lives do matter .....we  are all human beings after all.,0,91.27,2.3
11237,Chad Shaffer stop antagonizing your race,1,48.47,9.0
11238,@Michael Duncan They blame Trump for everything but just remember when Obama was in office and the current events that were going on. Black people didn't go after him for any of that.,1,88.57,8.4
11239,This is a watershed moment for me too since I'm starting to conclude to my absolute shock and horror that we fought on the wrong side in World War II.,1,66.41,12.6
11240,The true racists are Obama and the democrat politicians get this the white politicians and Obama are related look it up and then ask again why is mixed race obama who is both races hating on whites  because white democrats politicians told the idiot to start a race war Obama’s not the brightest bulb in his democratic family that’s why he’s ordered to start a race war he’s owned you can see it.,1,31.22,35.9
11241,@coolasice54321 Of course all lives matter,0,99.23,10.6
11242,I like this Madonna,1,118.18,-0.7
11243,Her lips no longer look natural. What has happened to this beauty?,1,99.23,3.1
11244,The girl with long curly hair is awesome,1,105.66,2.0
11245,@Morgan Taylor I didn't say you were attacking me LMAO,1,78.25,4.8
11246,It wasnt even glued down properly,1,90.77,3.6
11247,Imagine someone beats your dog roughly and youre sayin,1,96.18,7.1
11248,It’s so dumb I really love these show but they past the line,1,109.04,2.4
11249,@Mildly distressed man in a turtle neck As long as you don't show the source of proof then no,1,94.49,6.7
11250,@man on the robloxian street How would you like a statue of O.J in front of your community,1,96.18,2.2
11251,Another heavy topic presented very well.  These kids and their hearts.  Marcus,1,82.31,7.1
11252,I love it.,1,119.19,-7.5
11253,We know what will happen next,1,99.23,0.4
11254,lol im guessing your not black lmao,1,106.67,1.6
11255,@Tupac Sobieski nEvery polish joke in America is about their stupidity,1,68.77,9.7
11256,All I hear is Bandwagon jumpers.,1,73.85,2.8
11257,THE BIBLE IS NOT JUST A BOOK,1,115.13,-3.2
11258,bailey IKR THATS WHAT I WAS THINKING!!!!,1,106.67,5.0
11259,BLM is a farce,1,118.18,-6.6
11260,+cry w I do enjoy it while it lasts lol. I'm just simply stating the fact that humanity is screwed.,1,95.17,2.4
11261,No  surprise with how shity this channel has become that that cover the latest trendy thing and at this time also support racism,1,73.51,11.6
11262,No we are not going back in time,1,105.66,-2.8
11263,So if you guys think all life matters is offensive,1,86.71,2.9
11264,I recently switched my major to computer science,0,71.82,6.7
11265,God gave us a choice. And my choice is to love.nnn...Wow.,0,99.73,1.4
11266,American royalty! Thanks Madge for always looking out for us!,1,69.79,8.1
11267,This was all under Obama's Presidency,1,56.93,6.7
11268,im dreaming of a white christmas,1,90.77,2.8
11269,@skippy uber I hate tall people with a burning passion. If I have a kid and they decide to be tall,1,103.12,1.3
11270,@Tyrone Marcus Ok,1,59.97,3.6
11271,Exclusion from the G.I bill,1,83.32,2.7
11272,And what were you doing during the AIDS epidemic in the 80s/90s while Madonna was raising money and paying for her friends hospital costs and traveling to Mexico to get drugs to help her friends suffering?  What were YOU doing?,1,68.1,10.6
11273,The day when a black protesters says that abraham lincon was a traitor!nnnUSA is 100% Dead and Forever,1,79.26,5.3
11274,All lives matter is controversial because it doesn't fit the narrative that an extremist left that want to paint a picture contrary to the truth that is 370,1,59.98,14.3
11275,Thought she was a boy oops,1,116.15,-2.0
11276,Our lives matter. Your lives matter. Her life matters. Their lives matter. His life matters. Its life matters.,1,93.81,4.4
11277,@Anthony Grant 2.0 if you understand what was meant by it then your comment was completely unnecessary,1,71.31,6.7
11278,I think this maybe the most humble and human I've ever heard her speak. The narsass is gone.beautiful.,1,96.18,5.3
11279,why is this shown as first result on youtube,1,96.18,1.9
11280,@TheCounterpointer​​​​ Oh wow...I just wonder why would women want more women in mostly male dominated fields,1,71.82,10.3
11281,Annie I think her name is?? she out here with a buzz cut,1,107.18,-2.4
11282,She’s an advocate ?   I would say Cyndi Lauper is an advocate not her !,1,90.26,1.7
11283,In upside down world all lives matter including black lives makes me a racist?! I have been an equality for all humans on earth person all my 56 years! NOW I AM A RACIST? FASCISTS! nOh and I am an independent,1,86.4,3.0
11284,Sheriff David Clarke is MVP.,1,83.32,3.7
11285,@Andwhat now I find him a no play around Law Officer.,1,102.61,2.5
11286,@gdog 422 nI have been practicing social distancing for a longtime good riddance to all of you.nWe are in this together now stay the flock away from me.,1,74.19,6.6
11287,I'm just glad the world can see the type of people and mindset were dealing with. The hate and division is coming from somewhere and now they know who.,1,90.6,5.8
11288,Why the hell does skin color matter so much anyway. I had hoped that people had moved beyond this.,0,95.67,3.1
11289,Censorship on its way,1,75.88,1.8
11290,I do hope the feminists decide to start wearing the hijab. It would make it so much easier to identify and avoid them!,1,85.18,4.0
11291,You can tell she’s exhausted. Time for bed Madonna. It’s been a long day.,1,109.0,1.1
11292,As a persecuted bald man,1,83.32,-0.2
11293,David Clarke is an amazing person,1,73.85,3.6
11294,I am a second year Mechanical Engineering student. I literally cried while watching this.,1,55.91,7.6
11295,When the lesbian teen says she’s against homosexuality... I hope she realizes and accepts herself soon. She’s in denial.,1,73.54,7.0
11296,because the focus and advantages wont be on just the morons,1,68.77,5.0
11297,Where is the prime minister? Where is the home Secretary? Where are the real police?,1,91.78,3.1
11298,The oppressed will RISE up,1,100.24,1.8
11299,Extortion is the word you're looking for,1,81.29,5.0
11300,and you know this,1,118.18,-3.0
11301,what do you mean by that,1,116.15,-3.6
11302,What about people who actually like engineering? And want to make a world a better place?,0,80.28,4.4
11303,+fanzeldadaniel yea man that's for real and it's fucking Disgusting,1,78.25,10.9
11304,@On The Far Right Republicans try to stop blacks from voting by making a big deal of voter fraud which just isn't a big deal but means the poor can't afford to vote.nRepublicans try to get rid of groups like planned parenthood that help the poor.nRepublicans fight against raising the minimum wage which would mean the few jobs black people can get pay enough to live on.nRepublicans are against any kind of social benefits to top up the income of those who are on minimum wage.nFor most of American history the economy and job availability has grown far more under Liberal rule.n,1,67.69,10.9
11305,Oh you're the worst kind of pseudo Christian don't pretend to be a child of God when you are talkin the devil's language!,1,81.97,10.3
11306,My heart really hurts for Annie...),1,99.23,5.1
11307,as one of the minorities,1,83.32,-0.2
11308,@Hippo Bottom Jeans you referencing I'm not okay with this on netflix? lmaoo,1,75.2,8.2
11309,God loves every body no matter what race you are,1,103.63,1.9
11310,@Snitch Tell me WHY I THOUGHT the girl with the CUFFED JEANS was a LESBIAN.... Am I still assuming? You said it yourself.,1,97.5,2.7
11311,How odd is it that this was four years ago,1,112.09,-1.0
11312,You're awesome TJ,1,93.81,3.6
11313,What about the 8yr old black girl BLM MURDERED !!!!,1,113.1,5.1
11314,Found inspirational video. It makes me cry o happiness,1,58.45,4.9
11315,All the political discourse is what happens when party trumps everything including country we are failing,1,63.7,13.1
11316,@un cool I hope that you are right,1,114.12,-1.6
11317,No closed captions?,1,93.81,6.8
11318,Pure vandalism....watch the film ZULU to know how to deal with this kind of behaviour.....,1,81.63,9.9
11319,@stargirl what privilege when millions of whites live in poverty?,1,86.71,9.9
11320,Sadly we are saying this four year's later,1,105.66,3.2
11321,Im black and I never thought about this. I have changed my mind about this. BLACK LIVES MATTER TOO,1,107.38,1.6
11322,GOD IS MADONNA,1,119.19,-1.2
11323,This is BORING!,1,93.81,0.5
11324,All lives matter fool!,1,92.8,2.9
11325,You can’t rationalize with someone who is irrational...and you can’t fix stupid,1,56.93,8.3
11326,She seems relaxed and genuine here - nice to see,1,96.18,3.5
11327,ALL LIVES MATTER - no one person or race is better than everyone else!!! Truth!!!,0,82.65,8.1
11328,Look at what the kkk cops did to Natasha Mckenna,1,95.17,1.9
11329,Sunshine littlephilly no offence,1,50.5,14.7
11330,It's strange that CNN never gives him any airtime?? Guess his Wrongthink isn't permitted.,1,81.29,7.6
